zarobki_min,zarobki_max,nazwa,miasto,zdalnie,Unnamed: 0,zarobki
20 160,26 880,Lead C/C++ Developer,"Szczecin, +4 locations",Nie,,
Brak danych,Brak danych,Embedded Software/Firmware Engineer​,Wrocław,Nie,,
12 000,17 000,R&D Software Engineer C++,Warszawa,Tak,,
10 000,14 000,Mid C# Developer,Warszawa,Tak,,
14 000,18 000,Senior C# Developer,"Białystok, +1 location",Tak,,
5 000,9 000,Programista FPGA systemów Embedded,Warszawa,Nie,,
Brak danych,Brak danych,Functional Safety Academy - Trainee,Bydgoszcz,Nie,,
20 000,28 000,Senior Backend Engineer (Rust),"Kraków, +2 locations",Tak,,
Brak danych,Brak danych,Junior C/C++ Developer,Wrocław,Nie,,
8 000,15 000,"Software Engineer (C++, Mid+)","Słupsk, +1 location",Nie,,
Brak danych,Brak danych,IoT Embedded Developer,Warszawa,Tak,,
8 000,15 000,Embedded Developer,Warszawa,Nie,,
9 500,19 000,Remote C++ Developer,Łódź,Tak,,
8 780,13 180,AR Unity Developer,"Nicosia, +2 locations",Tak,,
15 000,30 000,"Engineering Manager, Backend (Remote)",Wien,Tak,,
15 000,30 000,Senior Backend Developer (Fully Remote),Wien,Tak,,
13 180,17 570,Unity/C# Developer,"Nicosia, +2 locations",Tak,,
Brak danych,Brak danych,Programista C++/Qt,"Warszawa, +2 locations",Tak,,
24 000,32 000,Senior Software Engineer- Embedded Linux,Kraków,Nie,,
Brak danych,Brak danych,Programista C#,"Gliwice, +1 location",Tak,,
18 500,23 500,Embedded Engineer,"Warszawa, +2 locations",Tak,,
20 000,28 500,C++ Software Engineer,"Katowice, +2 locations",Tak,,
14 000,18 000,"Programista CC+, EMBEDDED / Robotyk","Warszawa, +2 locations",Nie,,
9 750,15 000,PROGRAMISTA SYSTEMÓW WBUDOWANYCH,Warszawa,Nie,,
20 000,28 000,Mid C++ Developer,"Warszawa, +5 locations",Tak,,
14 000,24 000,C++ Software Engineer (Mid/Senior),"Warszawa, +2 locations",Nie,,
10 000,20 000,C/C++ Engineer,Kraków,Tak,,
16 800,26 880,Mid Embedded Software Engineer,"Kraków, +2 locations",Nie,,
14 000,22 000,Programista C++,Bielsko-Biała,Tak,,
15 000,22 000,C/C++ Software Engineer for Automotive,"Białystok, +2 locations",Tak,,
11 000,16 000,Senior Software C++ Engineer,Warszawa,Tak,,
7 000,11 000,Software C++ Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Software Engineer II-Backend,San Francisco,Tak,,
Brak danych,Brak danych,Solaris Specialist,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,AIX Specialist,"Katowice, +1 location",Tak,,
21 000,25 000,C/C++ Developer [Firmware],Katowice,Tak,,
Brak danych,Brak danych,"Software Engineer - Marketplace, Fares",Seattle,Tak,,
16 720,25 080,Software Engineer - Core Database Engine,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,Full Stack Developer C#,"Zabrze, +3 locations",Tak,,
Brak danych,Brak danych,RPA Developer,Wrocław,Nie,,
Brak danych,Brak danych,Software Engineer II-Backend,San Francisco,Tak,,
Brak danych,Brak danych,Solaris Specialist,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,AIX Specialist,"Katowice, +1 location",Tak,,
21 000,25 000,C/C++ Developer [Firmware],Katowice,Tak,,
Brak danych,Brak danych,"Software Engineer - Marketplace, Fares",Seattle,Tak,,
16 720,25 080,Software Engineer - Core Database Engine,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,Full Stack Developer C#,"Zabrze, +3 locations",Tak,,
Brak danych,Brak danych,RPA Developer,Wrocław,Nie,,
11 610,16 260,Mid Software Engineer in Test - C++,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,C/C++ Embedded Designer,Wrocław,Tak,,
8 000,14 000,Embedded SW Developer Automotive Electronics,Jasionka,Nie,,
Brak danych,Brak danych,Senior Desktop Engineer (C#/.Net),London,Tak,,
8 500,12 000,C# / .NET Developer,Warszawa,Tak,,
12 500,25 000,Mid/Senior C Developer,Warszawa,Tak,,
Brak danych,Brak danych,C++ DEVELOPER (REMOTE),London,Tak,,
Brak danych,Brak danych,.NET Software Engineer,"Warsaw, +1 location",Tak,,
5 800,9 000,Inżynier rozwoju systemów,Poznań,Nie,,
13 500,20 000,Elixir Engineer,Kraków,Tak,,
17 570,21 960,Embedded Software Developer,Kraków,Tak,,
22 000,26 000,Blockchain Rust Developer,"Wrocław, +1 location",Tak,,
15 000,20 800,C# Developer,Warszawa,Nie,,
15 370,21 080,Remote Senior Qt Software Developer,Waltham,Tak,,
11 000,20 000,C++ Developer,Katowice,Tak,,
12 000,22 000,QT/C++ Developer,"Warszawa, +1 location",Nie,,
Brak danych,Brak danych,Programmer C++,Gliwice,Tak,,
11 000,13 000,C# DevExpress Desktop Developer (Remote),Gdańsk,Tak,,
Brak danych,Brak danych,Młodszy Programista C/C++,Warszawa,Nie,,
13 000,23 000,Mid Embedded Linux Developer,Wrocław,Tak,,
25 000,27 000,DevOps Team Lead – FinTech,Kraków,Nie,,
24 000,29 000,DevOps Engineer,Warszawa,Tak,,
15 000,20 000,DevOps (Mid/Senior),Warszawa,Nie,,
25 000,35 000,REMOTE DevOps Engineer,Wrocław,Tak,,
14 000,18 000,Inżynier DevOps,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Główny Inżynier w dz. IT- Lider DevOps,"Zielonka, +11 locations",Nie,,
Brak danych,Brak danych,DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,SAP DevOps Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Devops Engineer,"Warszawa, +3 locations",Nie,,
2 500,3 200,Szkółka DevOps,Warszawa,Nie,,
27 000,32 000,AWS Engineer with Node.js,"Warszawa, +2 locations",Tak,,
12 000,18 000,AWS DevOps Mid Engineer- Remote,Kraków,Tak,,
Brak danych,Brak danych,"Site Reliability Engineer, Storage",San Francisco,Tak,,
39 530,57 100,DevOps Engineer,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,Warszawa,Nie,,
18 000,25 000,DevOps Engineer,"Warszawa, +2 locations",Nie,,
12 000,18 000,AWS DevOps Mid Engineer- Remote/Wroclaw,Wrocław,Tak,,
14 000,20 000,DevOps Engineer,Kraków,Nie,,
10 000,18 000,Regular DevOps,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,Build Engineer,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Inżynier DevOps,"Rzeszów, +14 locations",Tak,,
15 000,25 000,Cloud Specialist,Poznań,Tak,,
Brak danych,Brak danych,Cloud Engineer/DevOps (AWS),Warszawa,Nie,,
7 000,9 000,Młodszy programista SQL,Warszawa,Nie,,
15 000,16 500,Cloud Engineer,"Warszawa, +2 locations",Tak,,
23 500,32 000,Senior Site Reliability Engineer,Warszawa,Nie,,
22 000,27 000,DevOps Engineer,"Warszawa, +1 location",Tak,,
Brak danych,Brak danych,DevOps Operations Engineer Team Lead,Warszawa,Nie,,
Brak danych,Brak danych,Junior Software Developer (SBC),"Bydgoszcz, +2 locations",Tak,,
18 000,21 800,DevOps Engineer for Live Data,Warszawa,Nie,,
9 000,14 000,Web Developer Laravel,Poznań,Tak,,
Brak danych,Brak danych,Inżynier systemowy - DevOps (Usługi),Katowice,Nie,,
Brak danych,Brak danych,DevOps Engineer (k/m),Zielonka,Nie,,
Brak danych,Brak danych,DevOps Operations Engineer,Warszawa,Nie,,
18 480,23 520,Delivery Manager (DevOps),"Poznań, +2 locations",Tak,,
25 200,27 700,Azure DevOps Engineer,Warszawa,Nie,,
35 000,70 000,Sr Software Engineer-Container Platform,Warszawa,Nie,,
21 840,25 200,AWS DevOps Engineer,Wrocław,Tak,,
25 000,27 000,Senior DevOps engineer,Wrocław,Tak,,
26 900,30 250,DevOps Engineer,Warszawa,Tak,,
35 000,70 000,Senior OS Engineer,Warszawa,Nie,,
Brak danych,Brak danych,DevOps Engineer,"Gdańsk, +4 locations",Tak,,
14 000,20 000,AWS DevOps Engineer,Katowice,Nie,,
35 000,70 000,Senior Cloud Services Engineer,Warszawa,Nie,,
17 000,20 000,DevOps Engineer (AWS/Azure),"Gdańsk, +2 locations",Tak,,
6 000,9 000,Junior DevOps Engineer,Warszawa,Tak,,
45 000,57 000,DevOps Expert - 100% REMOTELY,Warszawa,Tak,,
Brak danych,Brak danych,Junior DevOps Engineer,"Warszawa, +2 locations",Nie,,
32 940,41 730,Senior DevOps Engineer,"Warszawa, +2 locations",Tak,,
15 600,18 000,DevOps Engineer,"Gdańsk, +2 locations",Nie,,
27 000,37 000,DevOps Engineer,Warszawa,Tak,,
21 100,32 000,Senior DevOps Engineer,"Warszawa, +1 location",Tak,,
Brak danych,Brak danych,Azure DevOps Engineer,"Poznań, +2 locations",Tak,,
Brak danych,Brak danych,AWS DevOps Engineer,"Warszawa, +2 locations",Tak,,
5 000,7 000,Junior DevOps Engineer,Warszawa,Tak,,
28 560,36 120,Cloud Engineer/DevOps (AWS),Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer,Warszawa,Nie,,
25 910,51 240,DevOps Engineer,"New York, +1 location",Tak,,
14 000,18 000,Senior Site Reliability Engineer (SRE),"Warszawa, +2 locations",Tak,,
20 000,26 001,Senior DevOps Engineer,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,Junior Site Reliability Engineer,Warszawa,Nie,,
12 000,16 000,Operations Engineer (DevOps),Wrocław,Nie,,
13 000,17 000,DevOps AWS Engineer,"Wrocław, +2 locations",Tak,,
22 000,32 000,Senior DevOps Engineer,Warszawa,Tak,,
12 000,22 000,Mid DevOps Engineer,Warszawa,Tak,,
19 000,31 000,System Engineer,"Kraków, +2 locations",Tak,,
13 000,23 000,DevOps Engineer for CI/CD pipelines,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer / Backend Developer,Gdańsk,Tak,,
20 160,25 200,DevOps,"Warszawa, +2 locations",Tak,,
12 000,17 000,DevOps Engineer,Wrocław,Nie,,
20 000,34 000,Senior DevOps,Warszawa,Tak,,
20 000,27 000,DevOps Ninja,Białystok,Tak,,
16 000,28 000,DevOps Technical Architect,"Gdańsk, +4 locations",Tak,,
18 000,25 000,DevOps Engineer,Poznań,Tak,,
20 000,32 000,AWS Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Cloud Engineering Lab - Intern,"Warszawa, +2 locations",Nie,,
18 000,28 000,Mid/Senior DevOps Engineer with GCP/AWS,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer,"Lublin, +3 locations",Tak,,
18 000,28 000,Mid/Senior DevOps Engineer with Azure,Warszawa,Tak,,
12 000,22 000,Mid DevOps Engineer,Warszawa,Tak,,
19 000,31 000,System Engineer,"Kraków, +2 locations",Tak,,
13 000,23 000,DevOps Engineer for CI/CD pipelines,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer / Backend Developer,Gdańsk,Tak,,
20 160,25 200,DevOps,"Warszawa, +2 locations",Tak,,
12 000,17 000,DevOps Engineer,Wrocław,Nie,,
20 000,34 000,Senior DevOps,Warszawa,Tak,,
20 000,27 000,DevOps Ninja,Białystok,Tak,,
16 000,28 000,DevOps Technical Architect,"Gdańsk, +4 locations",Tak,,
18 000,25 000,DevOps Engineer,Poznań,Tak,,
20 000,32 000,AWS Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,Cloud Engineering Lab - Intern,"Warszawa, +2 locations",Nie,,
18 000,28 000,Mid/Senior DevOps Engineer with GCP/AWS,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer,"Lublin, +3 locations",Tak,,
18 000,28 000,Mid/Senior DevOps Engineer with Azure,Warszawa,Tak,,
12 000,23 998,"DevOps Engineer (Python,AWS)","Wrocław, +2 locations",Tak,,
20 000,32 000,GCP Senior/Lead DevOps/Cloud Architect,"Wrocław, +2 locations",Tak,,
20 000,27 000,Senior DevOps,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,Wrocław,Tak,,
30 240,36 960,AWS Cloud Serverless Engineer/DevOps,Wrocław,Tak,,
18 000,22 000,Azure/Cloud Engineer (Python),"Warszawa, +2 locations",Tak,,
23 000,29 000,Senior DevOps Engineer,Warszawa,Nie,,
20 000,23 000,Middle DevOps Engineer,"Warszawa, +2 locations",Tak,,
19 000,30 000,Senior DevOps Engineer,Kraków,Tak,,
Brak danych,Brak danych,ETL Developer (banking sector),Warszawa,Tak,,
23 000,28 000,Cloud/DevOps Architect,"Warszawa, +2 locations",Tak,,
14 000,24 000,DevOps Engineer,"Opole, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,"Warszawa, +2 locations",Tak,,
25 000,35 100,DevOps Engineer,"Warszawa, +5 locations",Tak,,
Brak danych,Brak danych,Middle/Senior DevOps Engineer (GCP),Warszawa,Nie,,
27 870,32 520,Remote Senior Kubernetes DevOps Engineer,Warszawa,Tak,,
19 500,28 000,Senior DevOps Engineer for automated Cloud Deployment,Warszawa,Tak,,
13 000,19 000,DevOps Engineer,"Wrocław, +18 locations",Tak,,
Brak danych,Brak danych,DEVOPS (OBSZAR MACHINE LEARNING),Warszawa,Nie,,
16 000,22 000,DevOps Engineer,"Katowice, +1 location",Tak,,
Brak danych,Brak danych,Site Reliability Engineer,Gdańsk,Nie,,
20 000,28 000,Senior DevOps Engineer,"Gliwice, +1 location",Tak,,
18 000,24 000,DevOps (REMOTE),Kraków,Tak,,
36 960,40 320,DevOps Engineer (Azure),Wrocław,Tak,,
Brak danych,Brak danych,DevOps Engineer: Database (f/m/d),Kraków,Nie,,
Brak danych,Brak danych,Hadoop Expert,Warszawa,Nie,,
15 000,22 000,DevOps Engineer,"Kraków, +17 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,Lublin,Nie,,
Brak danych,Brak danych,DevOps Engineer,Gdańsk,Tak,,
9 000,14 000,Infrastructure Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Cloud DevOps Engineer (AWS)&IoT - eBike,Warszawa,Nie,,
20 000,30 000,Infrastructure & DevOps Engineer,"Katowice, +2 locations",Tak,,
26 464,33 082,Senior Platform Engineer,Warszawa,Tak,,
22 500,28 500,AWS DevOps Engineer,"Wrocław, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,Warszawa,Tak,,
17 000,24 000,DevOps Engineer AWS,Wrocław,Tak,,
16 000,23 000,Cloud Engineer,Wrocław,Tak,,
22 000,28 000,Senior Cloud Engineer,"Gdańsk, +1 location",Tak,,
6 000,9 000,Junior DevOps Engineer,"Kraków, +1 location",Tak,,
Brak danych,Brak danych,Senior Azure DevOps,Warszawa,Tak,,
22 000,30 000,Senior DevOps Engineer,Kraków,Tak,,
Brak danych,Brak danych,Junior DevOps Platform Engineer,Warszawa,Tak,,
13 440,23 500,DevOps Engineer,"Wrocław, +2 locations",Tak,,
25 000,33 000,Cloud Architect,"Warszawa, +2 locations",Tak,,
20 000,23 000,DevOps Engineer (AWS),"Warszawa, +2 locations",Tak,,
10 000,20 000,DevOps Engineer,Warszawa,Nie,,
10 980,21 960,DevOps Engineer,"Warszawa, +5 locations",Tak,,
22 000,25 000,Senior SysOps/DevOps Engineer,"Wrocław, +1 location",Tak,,
Brak danych,Brak danych,DevOps Engineer in 4G/5G RAN,Warszawa,Nie,,
24 000,32 000,DevOps Engineer,"Warszawa, +1 location",Tak,,
20 000,25 000,Integration Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Inżynier DevOps,Warszawa,Nie,,
15 000,25 000,DevOps Engineer | Big Data,Warszawa,Nie,,
18 500,23 500,Cloud Engineer,Gdańsk,Nie,,
10 000,13 000,DevOps,Katowice,Nie,,
18 580,27 870,DevOps and Cloud Engineer,"Katowice, +3 locations",Tak,,
8 000,15 000,DevOps Engineer,Poznań,Tak,,
18 000,22 000,DevOps Engineer,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Junior DevOps Engineer,Warszawa,Nie,,
11 000,15 000,Devops Engineer,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer Cloud (m/f/d),"Berlin, +2 locations",Tak,,
Brak danych,Brak danych,SysOps Engineer in 4G/5G RAN,Warszawa,Nie,,
5 000,9 000,Junior DevOps Engineer,Warszawa,Nie,,
Brak danych,Brak danych,Junior Cloud Engineer,"Kraków, +1 location",Tak,,
8 000,10 000,Integration Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Senior DevOps Engineer,"Wrocław, +18 locations",Tak,,
14 000,20 000,DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer Cloud (m/f/d),"Berlin, +2 locations",Tak,,
Brak danych,Brak danych,SysOps Engineer in 4G/5G RAN,Warszawa,Nie,,
5 000,9 000,Junior DevOps Engineer,Warszawa,Nie,,
Brak danych,Brak danych,Junior Cloud Engineer,"Kraków, +1 location",Tak,,
8 000,10 000,Integration Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Senior DevOps Engineer,"Wrocław, +18 locations",Tak,,
14 000,20 000,DevOps Engineer,Warszawa,Tak,,
9 000,15 000,Junior Software Engineer - Integrations,Kraków,Nie,,
Brak danych,Brak danych,Senior Systems Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Application Manager,Warszawa,Nie,,
18 000,20 000,SRE Lead,"Warszawa, +2 locations",Tak,,
Brak danych,Brak danych,DevOps Engineer with Hardware,"Wrocław, +18 locations",Tak,,
18 000,26 000,Senior DevOps Engineer,Kraków,Tak,,
20 000,25 000,DevOps Engineer,Kraków,Nie,,
16 000,23 000,DevOps Engineer,"Kraków, +5 locations",Tak,,
Brak danych,Brak danych,Site Reliability Engineer,Warszawa,Nie,,
23 230,26 940,DevOps Engineer (Remote within NL),Amsterdam,Tak,,
23 230,26 940,DevOps Engineer (Remote within DE),Berlin,Tak,,
35 300,42 270,DevOps Engineer,Warszawa,Nie,,
Brak danych,Brak danych,Cloud Infrastructure Engineer,Kraków,Nie,,
Brak danych,Brak danych,Software Configuration Manager,Wrocław,Tak,,
Brak danych,Brak danych,DevOps Engineer,"Wrocław, +18 locations",Tak,,
28 560,30 240,DevOps Tech Lead,Warszawa,Nie,,
Brak danych,Brak danych,Windows System Admin (DevOps Team),Warszawa,Nie,,
12 000,20 000,DevOps / Site Reliability Engineer,Sopot,Tak,,
19 000,25 000,Senior Site Reliability Engineer,"Warszawa, +1 location",Tak,,
22 000,28 500,DevOps Engineer,Kraków,Tak,,
14 000,28 000,"DevOps Engineer (GCP, Python)","Warszawa, +1 location",Tak,,
15 000,20 000,DevOps Engineer,Poznań,Tak,,
19 000,25 000,Senior DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,DevOps Engineer - Household Tribe,Warszawa,Tak,,
15 000,23 000,DevOps Engineer,Wrocław,Tak,,
12 000,19 000,Mid DevOps Engineer,Warszawa,Tak,,
24 000,28 000,DevOps Engineer,"London, +1 location",Tak,,
24 000,29 000,Kubernetes Engineer,Warszawa,Tak,,
Brak danych,Brak danych,Cloud Engineer,Rzeszów,Tak,,
25 000,33 500,DevOps Engineer (100% zdalnie),"Warszawa, +1 location",Tak,,
7 000,9 000,AWS Devops Engineer- Remote/Wroclaw,Wrocław,Tak,,
25 000,28 000,DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,DevOps engineer,"Łódź, +1 location",Tak,,
Brak danych,Brak danych,DevOps Engineer,Gdańsk,Tak,,
Brak danych,Brak danych,DevOps Engineer (KYC & Compliance)​,Warszawa,Nie,,
4 500,6 500,Junior DevOps Engineer,Wrocław,Nie,,
14 000,22 000,Senior DevOps Engineer,Gdynia,Tak,,
21 840,26 040,DevOps with AWS,"Warszawa, +2 locations",Tak,,
14 000,18 000,DevOps Engineer (REMOTE),Warszawa,Tak,,
11 880,23 760,DevOps Engineer,"Gdańsk, +2 locations",Tak,,
28 990,40 410,Senior Software Engineer / DevOps,"Denver, +2 locations",Tak,,
16 800,24 150,DevOps Engineer,"Katowice, +2 locations",Tak,,
10 000,16 000,DevOps Engineer,Warszawa,Nie,,
Brak danych,Brak danych,Senior DevOps Engineer (IOT Project),Warszawa,Tak,,
18 000,28 000,Mid/Senior DevOps Engineer with AWS,Warszawa,Tak,,
20 160,26 880,Devops Engineer,Warszawa,Nie,,
33 600,36 100,Architect with Kubernetes,"Warszawa, +2 locations",Tak,,
12 000,20 000,Mid DevOps Engineer,Warszawa,Tak,,
16 300,25 500,Azure DevOps Engineer,Warszawa,Nie,,
14 000,20 000,Cloud Engineer,"Bielsko-Biała, +2 locations",Tak,,
7 000,9 000,Junior DevOps Engineer,Poznań,Nie,,
15 000,18 000,Presales Engineer,Warszawa,Tak,,
20 000,30 000,Senior Cloud Developer/Architekt,"Warszawa, +4 locations",Tak,,
30 240,32 424,DevOps Engineer,Wrocław,Tak,,
31 920,36 960,DevOps Engineer,Warszawa,Tak,,
12 000,21 000,SCM (DevOps) Engineer,"Wrocław, +2 locations",Tak,,
16 000,25 000,DevOps Engineer (AWS),Warszawa,Tak,,
13 000,25 000,Mid/Senior DevOps Azure Engineer,Warszawa,Tak,,
15 000,25 000,CI/CD Engineer,Warszawa,Tak,,
15 000,20 000,Mid Cloud Developer/Architekt,"Wrocław, +4 locations",Tak,,
21 000,28 000,Site Reliability Engineer,Gdańsk,Nie,,
22 000,28 000,DevOps Engineer,Warszawa,Nie,,
32 000,40 000,DevOps Engineer,Kraków,Tak,,
18 300,28 700,Senior DevOps Engineer,"Gliwice, +2 locations",Tak,,
18 000,36 000,DevOps Administrator (fully remote),Warszawa,Tak,,
Brak danych,Brak danych,Senior Cloud Engineer,"Warszawa, +1 location",Tak,,
19 650,32 500,Data Engineer / Dev with Jboss or Denodo,"Kraków, +2 locations",Tak,,
26 880,31 920,DevOps Engineer (Azure),Wrocław,Tak,,
46 120,54 900,Senior DevOps (Salesforce),Warszawa,Tak,,
18 500,33 000,DevOps Engineer,Wrocław,Tak,,
Brak danych,Brak danych,DevOps,"Wieliczka, +2 locations",Tak,,
20 000,25 000,DevOps with AWS and Denodo,"Kraków, +2 locations",Tak,,
12 250,21 000,Site Reliability Engineer,Warszawa,Nie,,
25 000,30 000,"AWS DevOps Engineer - startup, part-time",Kraków,Tak,,
23 000,28 900,Cloud Developer with Denodo,Warszawa,Tak,,
19 000,29 000,Senior DevOps Engineer,Warszawa,Tak,,
Brak danych,Brak danych,DevOps,"Wieliczka, +2 locations",Tak,,
20 000,25 000,DevOps with AWS and Denodo,"Kraków, +2 locations",Tak,,
12 250,21 000,Site Reliability Engineer,Warszawa,Nie,,
25 000,30 000,"AWS DevOps Engineer - startup, part-time",Kraków,Tak,,
23 000,28 900,Cloud Developer with Denodo,Warszawa,Tak,,
